Customer ID,Name,Account Type,Category,Transaction Type,Amount (INR),Date,City,Risk Level
HSBC11474,Deepa Bose,Credit,ATM Withdrawal,Debit,4195,2024-08-15,Nagpur,Low
HSBC11475,Nisha Reddy,Credit,ATM Withdrawal,Credit,5214,2024-10-04,Jaipur,Low
HSBC11476,Arjun Patel,Credit,ATM Withdrawal,Debit,2135,2024-11-14,Ahmedabad,Low
HSBC11477,Meena Gupta,Current,ATM Withdrawal,Debit,1386,2024-10-10,Hyderabad,Low
HSBC11478,Anjali Reddy,Current,Grocery,Credit,3220,2024-08-13,Lucknow,Low
HSBC11479,Geeta Singh,Savings,Travel,Credit,3070,2024-02-13,Mumbai,Low
HSBC11480,Meena Agarwal,Fixed Deposit,Travel,Debit,5924,2024-07-15,Ahmedabad,Low
HSBC11481,Rahul Shah,Current,EMI,Debit,6243,2024-01-17,Jaipur,Low
HSBC11482,Amit Sharma,Credit,ATM Withdrawal,Debit,2755,2024-10-29,Hyderabad,Low
HSBC11483,Priya Nair,Fixed Deposit,ATM Withdrawal,Debit,7264,2024-02-25,Jaipur,Low
HSBC11484,Dinesh Iyer,Fixed Deposit,Shopping,Debit,1687,2024-09-22,Chennai,Low
HSBC11485,Aditya Rao,Fixed Deposit,Investment,Debit,26419,2024-12-15,Chennai,Medium
HSBC11486,Neha Shah,Credit,EMI,Debit,12516,2024-11-11,Chennai,Low
HSBC11487,Rekha Verma,Credit,Transfer,Debit,2497,2024-10-18,Lucknow,Low
HSBC11488,Kiran Verma,Current,Shopping,Credit,2691,2024-01-05,Ahmedabad,Low
HSBC11489,Rahul Reddy,Fixed Deposit,Dining,Debit,737,2024-02-10,Chennai,Low
HSBC11490,Shanta Mishra,Credit,Online Purchase,Debit,5288,2024-05-12,Vadodara,Low
HSBC11491,Meena Verma,Fixed Deposit,Utilities,Debit,5593,2024-01-26,Hyderabad,Low
HSBC11492,Anjali Patel,Current,Insurance,Debit,6266,2024-10-23,Pune,Low
HSBC11493,Rahul Mishra,Current,Grocery,Debit,3390,2024-12-13,Indore,Low
HSBC11494,Amit Mishra,Savings,Education,Debit,5426,2024-02-09,Jaipur,Low
HSBC11495,Prakash Singh,Savings,Salary,Credit,35728,2024-07-31,Delhi,Medium
HSBC11496,Anita Iyer,Current,Grocery,Debit,6862,2024-07-03,Pune,Low
HSBC11497,Vijay Reddy,Fixed Deposit,Online Purchase,Credit,5850,2024-05-28,Bhopal,Low
HSBC11498,Kavya Tiwari,Savings,Grocery,Credit,3966,2024-06-09,Jaipur,Low
HSBC11499,Mahesh Tiwari,Credit,Online Purchase,Debit,325,2024-03-17,Kolkata,Low
HSBC11500,Neha Gupta,Current,Healthcare,Debit,1684,2024-11-18,Jaipur,Low
HSBC11501,Vijay Mishra,Savings,Transfer,Credit,6181,2024-09-25,Jaipur,Low
HSBC11502,Prakash Nair,Credit,Salary,Credit,60386,2024-05-04,Pune,High
HSBC11503,Sunita Reddy,Current,Shopping,Debit,4890,2024-07-28,Pune,Low
HSBC11504,Neha Reddy,Savings,ATM Withdrawal,Debit,4732,2024-11-05,Hyderabad,Low
HSBC11505,Prakash Malhotra,Current,Healthcare,Debit,5692,2024-07-27,Lucknow,Low
HSBC11506,Shobha Kumar,Credit,Transfer,Credit,5700,2024-03-01,Delhi,Low
HSBC11507,Vijay Malhotra,Current,Healthcare,Debit,4261,2024-08-20,Mumbai,Low
HSBC11508,Aditya Singh,Fixed Deposit,Rent,Debit,7382,2024-08-28,Nagpur,Low
HSBC11509,Arjun Kumar,Savings,Transfer,Credit,3985,2024-09-20,Indore,Low
HSBC11510,Usha Rao,Fixed Deposit,EMI,Debit,13350,2024-10-12,Hyderabad,Low
HSBC11511,Sanjay Singh,Credit,ATM Withdrawal,Debit,594,2024-01-24,Delhi,Low
HSBC11512,Amit Chopra,Fixed Deposit,Dining,Debit,1618,2024-08-11,Chennai,Low
HSBC11513,Rajesh Kumar,Current,Investment,Debit,31106,2024-03-18,Bhopal,Medium
HSBC11514,Aarav Tiwari,Credit,Insurance,Debit,801,2024-06-13,Ahmedabad,Low
HSBC11515,Pooja Das,Credit,Online Purchase,Credit,2831,2024-10-15,Jaipur,Low
HSBC11516,Usha Tiwari,Fixed Deposit,Rent,Debit,22367,2024-04-01,Bengaluru,Medium
HSBC11517,Rahul Mehta,Fixed Deposit,Travel,Debit,2644,2024-05-25,Bengaluru,Low
HSBC11518,Anjali Iyer,Credit,Travel,Credit,2741,2024-03-27,Chennai,Low
HSBC11519,Ravi Agarwal,Savings,ATM Withdrawal,Debit,4577,2024-09-17,Vadodara,Low
HSBC11520,Aditya Sharma,Savings,Online Purchase,Debit,4818,2024-04-09,Mumbai,Low
HSBC11521,Sudha Sharma,Credit,Salary,Debit,33048,2024-09-23,Bengaluru,Medium
HSBC11522,Geeta Iyer,Savings,Investment,Debit,16579,2024-03-02,Ahmedabad,Medium
HSBC11523,Anita Bose,Credit,Grocery,Credit,2839,2024-06-30,Vadodara,Low
HSBC11524,Neha Shah,Savings,EMI,Debit,17851,2024-05-21,Ahmedabad,Medium
HSBC11525,Mahesh Gupta,Credit,ATM Withdrawal,Credit,6654,2024-09-23,Pune,Low
HSBC11526,Suresh Mishra,Savings,Online Purchase,Debit,5805,2024-05-05,Bengaluru,Low
HSBC11527,Shobha Rao,Current,Insurance,Credit,6161,2024-09-11,Chennai,Low
HSBC11528,Rohit Mehta,Savings,Online Purchase,Debit,7233,2024-04-19,Mumbai,Low
HSBC11529,Anita Gupta,Fixed Deposit,Healthcare,Credit,4636,2024-05-14,Surat,Low
HSBC11530,Dinesh Tiwari,Current,Dining,Debit,5841,2024-12-02,Bengaluru,Low
HSBC11531,Nisha Shah,Credit,Insurance,Debit,1191,2024-10-05,Ahmedabad,Low
HSBC11532,Sanjay Singh,Current,Utilities,Debit,1040,2024-05-27,Kolkata,Low
HSBC11533,Prakash Nair,Current,Dining,Credit,1363,2024-02-28,Pune,Low
HSBC11534,Lata Kumar,Fixed Deposit,Transfer,Debit,3982,2024-11-03,Kolkata,Low
HSBC11535,Sunita Sharma,Credit,Rent,Credit,21040,2024-10-14,Vadodara,Medium
HSBC11536,Kiran Verma,Credit,Shopping,Debit,1435,2024-08-05,Kolkata,Low
HSBC11537,Ravi Patel,Credit,Travel,Credit,2999,2024-08-17,Kolkata,Low
HSBC11538,Manish Tiwari,Current,Travel,Debit,2923,2024-02-26,Surat,Low
HSBC11539,Shanta Nair,Current,Education,Credit,2718,2024-02-16,Vadodara,Low
HSBC11540,Asha Reddy,Savings,Dining,Debit,934,2024-07-04,Jaipur,Low
HSBC11541,Suresh Joshi,Fixed Deposit,ATM Withdrawal,Credit,5240,2024-06-18,Kolkata,Low
HSBC11542,Deepa Mishra,Current,Online Purchase,Credit,1712,2024-01-11,Vadodara,Low
HSBC11543,Usha Singh,Fixed Deposit,Transfer,Credit,3386,2024-11-19,Vadodara,Low
HSBC11544,Sunita Patel,Credit,Investment,Debit,27601,2024-07-12,Lucknow,Medium
HSBC11545,Lata Kumar,Credit,ATM Withdrawal,Credit,397,2024-07-31,Mumbai,Low
HSBC11546,Aarav Mishra,Current,Grocery,Debit,3390,2024-07-19,Hyderabad,Low
HSBC11547,Ramesh Iyer,Credit,Shopping,Debit,2608,2024-02-21,Chennai,Low
HSBC11548,Harish Bose,Fixed Deposit,Rent,Credit,23247,2024-07-27,Jaipur,Medium
HSBC11549,Meena Bose,Credit,ATM Withdrawal,Debit,3516,2024-09-11,Nagpur,Low
HSBC11550,Lata Reddy,Savings,Shopping,Debit,3966,2024-01-13,Kolkata,Low
HSBC11551,Manish Chopra,Credit,Shopping,Credit,2982,2024-11-18,Delhi,Low
HSBC11552,Arjun Mishra,Current,Salary,Debit,62759,2024-10-30,Hyderabad,High
HSBC11553,Neha Kumar,Fixed Deposit,Dining,Debit,2955,2024-04-29,Mumbai,Low
HSBC11554,Sudha Verma,Fixed Deposit,Rent,Debit,11627,2024-03-18,Mumbai,Low
HSBC11555,Kiran Tiwari,Fixed Deposit,ATM Withdrawal,Credit,4314,2024-09-07,Jaipur,Low
HSBC11556,Sudha Nair,Current,EMI,Debit,16975,2024-09-20,Jaipur,Medium
HSBC11557,Neha Singh,Fixed Deposit,Insurance,Debit,3564,2024-03-03,Bengaluru,Low
HSBC11558,Suresh Chopra,Savings,Grocery,Debit,2015,2024-03-28,Lucknow,Low
HSBC11559,Usha Bose,Current,Investment,Debit,16876,2024-08-10,Chennai,Medium
HSBC11560,Meena Das,Credit,Dining,Debit,4739,2024-11-28,Bengaluru,Low
HSBC11561,Kavya Iyer,Current,Transfer,Debit,1149,2024-08-29,Ahmedabad,Low
HSBC11562,Deepa Nair,Current,Utilities,Debit,5964,2024-08-30,Mumbai,Low
HSBC11563,Kiran Malhotra,Current,Utilities,Credit,5639,2024-04-06,Hyderabad,Low
HSBC11564,Arjun Mishra,Fixed Deposit,EMI,Credit,11501,2024-08-27,Surat,Low
HSBC11565,Aditya Gupta,Credit,Dining,Debit,3263,2024-04-08,Chennai,Low
HSBC11566,Sanjay Malhotra,Credit,EMI,Debit,12558,2024-05-10,Jaipur,Low
HSBC11567,Sunil Mehta,Savings,Education,Credit,3828,2024-10-15,Delhi,Low
HSBC11568,Rohit Das,Fixed Deposit,EMI,Debit,14451,2024-10-30,Surat,Low
HSBC11569,Meena Agarwal,Fixed Deposit,Salary,Credit,56193,2024-11-10,Bengaluru,High
HSBC11570,Kavya Joshi,Fixed Deposit,ATM Withdrawal,Debit,5235,2024-01-27,Bengaluru,Low
HSBC11571,Mahesh Chopra,Fixed Deposit,Dining,Debit,2251,2024-10-13,Kolkata,Low
HSBC11572,Dinesh Rao,Fixed Deposit,EMI,Debit,11995,2024-06-11,Jaipur,Low
HSBC11573,Neha Agarwal,Current,Online Purchase,Debit,5476,2024-08-11,Jaipur,Low
HSBC11574,Prakash Bose,Credit,Insurance,Debit,100,2024-08-10,Lucknow,Low
HSBC11575,Amit Joshi,Savings,ATM Withdrawal,Debit,3799,2024-08-05,Hyderabad,Low
HSBC11576,Shanta Mishra,Current,EMI,Credit,8345,2024-01-06,Hyderabad,Low
HSBC11577,Prakash Reddy,Current,Grocery,Debit,5491,2024-05-09,Jaipur,Low
HSBC11578,Aarav Agarwal,Credit,Grocery,Credit,4837,2024-09-02,Kolkata,Low
HSBC11579,Rahul Verma,Credit,Dining,Debit,5717,2024-08-29,Surat,Low
HSBC11580,Geeta Bose,Current,Shopping,Debit,966,2024-10-06,Vadodara,Low
HSBC11581,Arjun Patel,Credit,Grocery,Debit,5832,2024-03-08,Delhi,Low
HSBC11582,Vijay Singh,Savings,Shopping,Debit,6849,2024-06-09,Delhi,Low
HSBC11583,Sunil Verma,Current,Dining,Debit,1647,2024-06-11,Bhopal,Low
HSBC11584,Aditya Tiwari,Credit,Travel,Debit,6741,2024-07-25,Kolkata,Low
HSBC11585,Sneha Gupta,Current,Transfer,Credit,3362,2024-08-15,Mumbai,Low
HSBC11586,Meena Agarwal,Current,Insurance,Debit,2462,2024-11-21,Nagpur,Low
HSBC11587,Aarav Iyer,Credit,Healthcare,Credit,1148,2024-02-14,Surat,Low
HSBC11588,Geeta Gupta,Savings,ATM Withdrawal,Credit,4501,2024-02-14,Bengaluru,Low
HSBC11589,Kiran Tiwari,Savings,Transfer,Credit,3991,2024-02-11,Bhopal,Low
HSBC11590,Sunita Iyer,Current,Investment,Debit,36384,2024-06-07,Mumbai,Medium
HSBC11591,Dinesh Iyer,Current,Rent,Debit,9857,2024-05-19,Bhopal,Low
HSBC11592,Suresh Joshi,Credit,Rent,Debit,22886,2024-02-17,Ahmedabad,Medium
HSBC11593,Amit Tiwari,Credit,EMI,Debit,6632,2024-03-28,Mumbai,Low
HSBC11594,Shobha Rao,Current,Healthcare,Credit,4598,2024-12-25,Kolkata,Low
HSBC11595,Amit Iyer,Current,EMI,Debit,5749,2024-05-17,Delhi,Low
HSBC11596,Mahesh Mehta,Credit,Salary,Credit,47120,2024-02-29,Jaipur,Medium
HSBC11597,Pooja Bose,Current,Shopping,Debit,126,2024-01-18,Pune,Low
HSBC11598,Arjun Reddy,Savings,Utilities,Debit,2071,2024-06-21,Lucknow,Low
HSBC11599,Arjun Joshi,Credit,Rent,Debit,18409,2024-11-11,Ahmedabad,Medium
HSBC11600,Shobha Tiwari,Fixed Deposit,Investment,Debit,27317,2024-05-04,Chennai,Medium
HSBC11601,Rekha Agarwal,Credit,Shopping,Debit,9068,2024-04-29,Vadodara,Low
HSBC11602,Mahesh Singh,Fixed Deposit,Shopping,Credit,4934,2024-10-22,Kolkata,Low
HSBC11603,Shobha Sharma,Current,Travel,Debit,8403,2024-09-25,Hyderabad,Low
HSBC11604,Harish Kumar,Current,Dining,Debit,736,2024-01-28,Delhi,Low
HSBC11605,Nisha Kumar,Credit,Shopping,Credit,4912,2024-03-29,Chennai,Low
HSBC11606,Nisha Gupta,Current,Salary,Credit,55045,2024-02-16,Nagpur,High
HSBC11607,Sunita Kumar,Credit,Grocery,Credit,6056,2024-07-20,Nagpur,Low
HSBC11608,Deepa Bose,Fixed Deposit,Transfer,Credit,5355,2024-02-19,Kolkata,Low
HSBC11609,Rohit Nair,Current,Shopping,Debit,2724,2024-08-05,Surat,Low
HSBC11610,Lata Mishra,Savings,EMI,Debit,17865,2024-10-27,Mumbai,Medium
HSBC11611,Manish Agarwal,Current,Transfer,Credit,1010,2024-11-08,Surat,Low
HSBC11612,Lata Gupta,Current,Utilities,Credit,7432,2024-04-18,Chennai,Low
HSBC11613,Anita Gupta,Credit,EMI,Credit,14017,2024-12-11,Indore,Low
HSBC11614,Rajesh Patel,Credit,Online Purchase,Debit,5252,2024-03-24,Kolkata,Low
HSBC11615,Usha Singh,Fixed Deposit,Transfer,Credit,3103,2024-07-26,Vadodara,Low
HSBC11616,Aarav Joshi,Credit,Utilities,Debit,130,2024-12-17,Ahmedabad,Low
HSBC11617,Aarav Bose,Fixed Deposit,Shopping,Credit,167,2024-02-29,Surat,Low
HSBC11618,Prakash Das,Credit,Transfer,Credit,5369,2024-09-30,Pune,Low
HSBC11619,Anjali Joshi,Fixed Deposit,Travel,Debit,2850,2024-06-21,Bhopal,Low
HSBC11620,Shobha Verma,Current,Travel,Debit,2229,2024-08-20,Kolkata,Low
HSBC11621,Sneha Chopra,Credit,Grocery,Debit,2724,2024-11-02,Lucknow,Low
HSBC11622,Rekha Verma,Fixed Deposit,EMI,Credit,12317,2024-01-13,Jaipur,Low
HSBC11623,Meena Joshi,Credit,EMI,Credit,9430,2024-11-01,Delhi,Low
HSBC11624,Amit Patel,Fixed Deposit,Salary,Credit,74023,2024-02-18,Bengaluru,High
HSBC11625,Kavya Bose,Fixed Deposit,ATM Withdrawal,Debit,155,2024-09-25,Surat,Low
HSBC11626,Geeta Patel,Savings,EMI,Credit,13445,2024-11-07,Nagpur,Low
HSBC11627,Arjun Rao,Savings,EMI,Debit,10701,2024-04-04,Nagpur,Low
HSBC11628,Ravi Gupta,Fixed Deposit,Online Purchase,Debit,5896,2024-10-19,Chennai,Low
HSBC11629,Nisha Agarwal,Current,Insurance,Credit,1941,2024-08-11,Chennai,Low
HSBC11630,Pooja Verma,Savings,Education,Debit,2726,2024-12-13,Chennai,Low
HSBC11631,Meena Sharma,Fixed Deposit,Salary,Credit,48381,2024-08-24,Surat,Medium
HSBC11632,Kiran Singh,Current,Salary,Credit,44962,2024-04-23,Delhi,Medium
HSBC11633,Shanta Iyer,Fixed Deposit,Education,Debit,2322,2024-10-12,Mumbai,Low
HSBC11634,Asha Nair,Credit,EMI,Debit,15495,2024-08-24,Indore,Medium
HSBC11635,Sudha Mehta,Current,Insurance,Credit,8289,2024-02-10,Lucknow,Low
HSBC11636,Sudha Mishra,Credit,Grocery,Debit,4484,2024-09-28,Pune,Low
HSBC11637,Nisha Iyer,Credit,Shopping,Debit,5348,2024-11-15,Pune,Low
HSBC11638,Harish Malhotra,Fixed Deposit,Online Purchase,Credit,6253,2024-05-25,Jaipur,Low
HSBC11639,Sudha Shah,Fixed Deposit,ATM Withdrawal,Credit,305,2024-02-19,Kolkata,Low
HSBC11640,Deepa Mehta,Savings,Healthcare,Credit,466,2024-03-22,Vadodara,Low
HSBC11641,Lata Mishra,Fixed Deposit,EMI,Credit,14622,2024-07-04,Lucknow,Low
HSBC11642,Arjun Nair,Fixed Deposit,Salary,Credit,47899,2024-08-25,Chennai,Medium
HSBC11643,Prakash Joshi,Current,Shopping,Credit,5540,2024-12-01,Bengaluru,Low
HSBC11644,Arjun Rao,Fixed Deposit,Online Purchase,Debit,219,2024-11-21,Mumbai,Low
HSBC11645,Shanta Shah,Current,Education,Debit,6344,2024-07-28,Mumbai,Low
HSBC11646,Kiran Agarwal,Current,Utilities,Debit,5075,2024-12-16,Delhi,Low
HSBC11647,Rekha Sharma,Fixed Deposit,Healthcare,Debit,4374,2024-07-07,Nagpur,Low
HSBC11648,Sunita Joshi,Fixed Deposit,Online Purchase,Debit,2302,2024-06-14,Bengaluru,Low
HSBC11649,Sanjay Gupta,Savings,Salary,Credit,55635,2024-05-03,Vadodara,High
HSBC11650,Pooja Chopra,Savings,Transfer,Debit,6898,2024-03-22,Hyderabad,Low
HSBC11651,Geeta Gupta,Savings,Investment,Debit,12910,2024-08-28,Indore,Low
HSBC11652,Dinesh Gupta,Fixed Deposit,Online Purchase,Debit,5181,2024-10-02,Delhi,Low
HSBC11653,Ramesh Mishra,Savings,Shopping,Debit,7750,2024-01-21,Pune,Low
HSBC11654,Lata Das,Fixed Deposit,Shopping,Credit,5176,2024-03-15,Indore,Low
HSBC11655,Ravi Tiwari,Savings,Investment,Debit,21321,2024-05-04,Vadodara,Medium
HSBC11656,Rajesh Mehta,Credit,Grocery,Debit,2348,2024-02-07,Ahmedabad,Low
HSBC11657,Sudha Shah,Credit,EMI,Debit,9876,2024-05-12,Surat,Low
HSBC11658,Meena Agarwal,Savings,Investment,Credit,36479,2024-05-27,Mumbai,Medium
HSBC11659,Manish Reddy,Credit,Investment,Debit,21690,2024-06-05,Ahmedabad,Medium
HSBC11660,Prakash Iyer,Current,Investment,Debit,9817,2024-03-16,Surat,Low
HSBC11661,Sanjay Rao,Credit,Dining,Credit,4007,2024-10-26,Mumbai,Low
HSBC11662,Ravi Reddy,Fixed Deposit,Shopping,Debit,5563,2024-06-25,Lucknow,Low
HSBC11663,Kavya Tiwari,Credit,Travel,Debit,6732,2024-09-25,Ahmedabad,Low
HSBC11664,Pooja Bose,Fixed Deposit,Grocery,Debit,1881,2024-06-24,Hyderabad,Low
HSBC11665,Nisha Mehta,Current,Utilities,Debit,3332,2024-04-10,Pune,Low
HSBC11666,Sudha Chopra,Savings,Transfer,Debit,2249,2024-09-25,Bhopal,Low
HSBC11667,Manish Mehta,Credit,Dining,Debit,5318,2024-02-04,Chennai,Low
HSBC11668,Mala Mishra,Savings,Online Purchase,Credit,4801,2024-10-17,Jaipur,Low
HSBC11669,Sunita Shah,Credit,Transfer,Credit,8046,2024-04-26,Nagpur,Low
HSBC11670,Geeta Joshi,Savings,Online Purchase,Credit,1578,2024-05-22,Delhi,Low
HSBC11671,Suresh Gupta,Current,Travel,Credit,3966,2024-10-24,Ahmedabad,Low
HSBC11672,Geeta Singh,Savings,EMI,Debit,17257,2024-04-10,Ahmedabad,Medium
HSBC11673,Anjali Chopra,Savings,Shopping,Credit,642,2024-06-02,Surat,Low
HSBC11674,Aarav Tiwari,Fixed Deposit,ATM Withdrawal,Credit,1702,2024-08-14,Vadodara,Low
HSBC11675,Suresh Tiwari,Fixed Deposit,Online Purchase,Credit,1842,2024-11-19,Bengaluru,Low
HSBC11676,Asha Das,Fixed Deposit,Travel,Debit,4594,2024-06-02,Chennai,Low
HSBC11677,Sunil Shah,Credit,Rent,Debit,16055,2024-04-03,Ahmedabad,Medium
HSBC11678,Aarav Nair,Fixed Deposit,Travel,Credit,6011,2024-08-09,Lucknow,Low
HSBC11679,Nisha Singh,Fixed Deposit,EMI,Debit,13155,2024-02-25,Vadodara,Low
HSBC11680,Manish Mehta,Credit,Travel,Debit,2027,2024-09-28,Ahmedabad,Low
HSBC11681,Arjun Iyer,Current,Healthcare,Credit,5866,2024-03-28,Indore,Low
HSBC11682,Aditya Agarwal,Current,EMI,Debit,17675,2024-08-30,Lucknow,Medium
HSBC11683,Ramesh Malhotra,Credit,Salary,Credit,81060,2024-07-08,Bengaluru,High
HSBC11684,Nisha Nair,Credit,Transfer,Credit,1599,2024-06-06,Kolkata,Low
HSBC11685,Harish Rao,Fixed Deposit,Grocery,Debit,5910,2024-11-26,Vadodara,Low
HSBC11686,Rohit Chopra,Credit,Grocery,Debit,4373,2024-04-16,Lucknow,Low
HSBC11687,Ravi Iyer,Credit,Grocery,Debit,1138,2024-04-12,Vadodara,Low
HSBC11688,Deepa Agarwal,Fixed Deposit,ATM Withdrawal,Credit,5652,2024-05-04,Bengaluru,Low
HSBC11689,Kiran Bose,Fixed Deposit,Online Purchase,Debit,3985,2024-12-27,Ahmedabad,Low
HSBC11690,Sunita Verma,Fixed Deposit,Grocery,Credit,1062,2024-06-24,Chennai,Low
HSBC11691,Sunil Reddy,Fixed Deposit,ATM Withdrawal,Credit,6266,2024-06-15,Vadodara,Low
HSBC11692,Vijay Kumar,Current,Education,Debit,6609,2024-10-14,Delhi,Low
HSBC11693,Prakash Shah,Credit,Healthcare,Debit,3293,2024-05-29,Nagpur,Low
HSBC11694,Priya Kumar,Savings,ATM Withdrawal,Debit,6570,2024-06-09,Indore,Low
HSBC11695,Rekha Chopra,Current,Salary,Credit,41908,2024-12-12,Nagpur,Medium
HSBC11696,Ravi Verma,Savings,Utilities,Debit,4049,2024-08-06,Kolkata,Low
HSBC11697,Sudha Patel,Savings,ATM Withdrawal,Debit,6167,2024-01-17,Jaipur,Low
HSBC11698,Kiran Mishra,Fixed Deposit,Rent,Debit,18545,2024-02-04,Nagpur,Medium
HSBC11699,Vikram Tiwari,Savings,Online Purchase,Debit,887,2024-02-14,Surat,Low
HSBC11700,Geeta Agarwal,Current,Investment,Debit,20741,2024-08-08,Indore,Medium
HSBC11701,Meena Chopra,Fixed Deposit,ATM Withdrawal,Debit,4791,2024-04-03,Lucknow,Low
HSBC11702,Harish Nair,Fixed Deposit,Travel,Debit,5330,2024-08-09,Bhopal,Low
HSBC11703,Priya Rao,Credit,Grocery,Debit,5273,2024-08-06,Bengaluru,Low
HSBC11704,Ravi Shah,Credit,Travel,Debit,3711,2024-04-12,Vadodara,Low
HSBC11705,Harish Reddy,Current,Salary,Credit,52515,2024-09-30,Surat,High
HSBC11706,Rahul Kumar,Credit,Online Purchase,Debit,4576,2024-06-10,Bhopal,Low
HSBC11707,Manish Mehta,Current,Rent,Debit,16451,2024-04-21,Vadodara,Medium
HSBC11708,Amit Sharma,Current,ATM Withdrawal,Debit,9315,2024-03-04,Indore,Low
HSBC11709,Dinesh Sharma,Fixed Deposit,ATM Withdrawal,Debit,3704,2024-08-12,Kolkata,Low
HSBC11710,Suresh Mehta,Fixed Deposit,Education,Credit,4268,2024-03-30,Jaipur,Low
HSBC11711,Shobha Das,Savings,Utilities,Credit,7325,2024-07-02,Nagpur,Low
HSBC11712,Kiran Malhotra,Current,Salary,Credit,46028,2024-09-16,Pune,Medium
HSBC11713,Rajesh Verma,Savings,Online Purchase,Credit,1597,2024-02-21,Pune,Low
HSBC11714,Rekha Iyer,Savings,Shopping,Debit,5286,2024-06-02,Hyderabad,Low
HSBC11715,Neha Rao,Fixed Deposit,Grocery,Debit,2819,2024-01-24,Bengaluru,Low
HSBC11716,Sunita Joshi,Savings,Utilities,Credit,1791,2024-12-21,Ahmedabad,Low
HSBC11717,Rahul Patel,Current,ATM Withdrawal,Debit,1708,2024-03-21,Kolkata,Low
HSBC11718,Pooja Joshi,Current,Investment,Debit,33965,2024-04-02,Pune,Medium
HSBC11719,Anjali Joshi,Savings,Travel,Debit,363,2024-05-15,Surat,Low
HSBC11720,Kiran Sharma,Savings,EMI,Debit,5795,2024-01-18,Nagpur,Low
HSBC11721,Kavya Malhotra,Savings,Healthcare,Debit,3238,2024-02-21,Mumbai,Low
HSBC11722,Amit Shah,Savings,Shopping,Credit,1998,2024-08-31,Ahmedabad,Low
HSBC11723,Vijay Mishra,Fixed Deposit,Utilities,Debit,2091,2024-08-28,Bhopal,Low
HSBC11724,Ravi Kumar,Credit,Dining,Debit,1863,2024-11-10,Lucknow,Low
HSBC11725,Arjun Bose,Fixed Deposit,Investment,Debit,27796,2024-03-07,Vadodara,Medium
HSBC11726,Kavya Shah,Savings,Investment,Debit,32968,2024-05-24,Bhopal,Medium
HSBC11727,Shanta Singh,Current,Salary,Credit,47781,2024-08-24,Lucknow,Medium
HSBC11728,Shobha Das,Credit,Investment,Credit,15978,2024-08-04,Pune,Medium
HSBC11729,Kavya Tiwari,Savings,Investment,Debit,10578,2024-04-03,Mumbai,Low
HSBC11730,Kavya Patel,Current,Utilities,Debit,224,2024-10-19,Ahmedabad,Low
HSBC11731,Rajesh Reddy,Current,Dining,Debit,1074,2024-04-19,Ahmedabad,Low
HSBC11732,Shanta Verma,Fixed Deposit,Utilities,Credit,2221,2024-09-20,Bhopal,Low
HSBC11733,Asha Nair,Current,Salary,Debit,36133,2024-12-05,Delhi,Medium
HSBC11734,Asha Das,Credit,Grocery,Debit,3750,2024-11-24,Mumbai,Low
HSBC11735,Sunil Kumar,Savings,Salary,Credit,69529,2024-05-31,Bengaluru,High
HSBC11736,Amit Iyer,Fixed Deposit,Shopping,Debit,5532,2024-02-12,Indore,Low
HSBC11737,Mahesh Joshi,Fixed Deposit,Transfer,Debit,2121,2024-12-14,Hyderabad,Low
HSBC11738,Priya Mehta,Credit,Travel,Debit,3405,2024-10-15,Indore,Low
HSBC11739,Usha Das,Savings,Transfer,Credit,4244,2024-09-28,Bengaluru,Low
HSBC11740,Rekha Joshi,Savings,Insurance,Debit,9517,2024-11-12,Hyderabad,Low
HSBC11741,Kavya Mishra,Fixed Deposit,ATM Withdrawal,Credit,9396,2024-05-31,Kolkata,Low
HSBC11742,Usha Malhotra,Fixed Deposit,Shopping,Credit,1949,2024-06-02,Mumbai,Low
HSBC11743,Vikram Verma,Credit,Salary,Credit,50366,2024-07-29,Bengaluru,High
HSBC11744,Kavya Bose,Current,Transfer,Debit,2982,2024-05-04,Kolkata,Low
HSBC11745,Aditya Malhotra,Fixed Deposit,Education,Credit,2444,2024-05-21,Bengaluru,Low
HSBC11746,Lata Singh,Current,Salary,Credit,63677,2024-05-21,Vadodara,High
HSBC11747,Kiran Sharma,Savings,Travel,Debit,3958,2024-04-28,Lucknow,Low
HSBC11748,Prakash Iyer,Savings,Healthcare,Debit,154,2024-03-19,Delhi,Low
HSBC11749,Asha Verma,Savings,EMI,Debit,15404,2024-10-26,Bengaluru,Medium
HSBC11750,Sudha Iyer,Current,Travel,Credit,5325,2024-11-04,Surat,Low
HSBC11751,Rekha Shah,Fixed Deposit,Transfer,Debit,359,2024-05-23,Indore,Low
HSBC11752,Meena Verma,Credit,Shopping,Debit,5184,2024-07-01,Delhi,Low
HSBC11753,Aarav Singh,Fixed Deposit,Salary,Credit,36335,2024-02-23,Vadodara,Medium
HSBC11754,Sudha Mishra,Fixed Deposit,Education,Debit,1496,2024-12-07,Kolkata,Low
HSBC11755,Rahul Agarwal,Savings,Education,Debit,6638,2024-03-01,Vadodara,Low
HSBC11756,Sunita Reddy,Fixed Deposit,Transfer,Credit,2568,2024-01-21,Pune,Low
HSBC11757,Prakash Chopra,Savings,Online Purchase,Debit,495,2024-12-08,Bhopal,Low
HSBC11758,Priya Mehta,Current,Grocery,Debit,375,2024-02-20,Chennai,Low
HSBC11759,Vijay Sharma,Fixed Deposit,Transfer,Credit,4456,2024-05-07,Chennai,Low
